,SECID,SECNAME,FACEVALUE,COUPONPERCENT
1054,RU000A103539,СберИОС 001Р-445R 5Y СМШ,1000.0,0.01
1055,RU000A103588,СберИОС 001Р-446R 5Г SBRIF ИНД,1000.0,0.01
1056,RU000A103596,СберИОС 001Р-447R 7Г РБЧ,1000.0,0.01
1057,RU000A1035D0,Синара Транспортные Машины 1P1,1000.0,8.1
1058,RU000A1035H1,РЕСО-Лизинг ООО БО-П-01,1000.0,8.0
1059,RU000A1035Y6,ПАО ОТКРЫТИЕ ФК Банк БО-П08,1000.0,8.05
1060,RU000A103604,ЭНЕРГОНИКА 001Р-02,650.0,13.0
1061,RU000A103661,Сбербанк ПАО 001Р-SBER27,1000.0,7.4
1062,RU000A1036E6,АЛЬФА-БАНК Б2Р12,1000.0,7.15
1063,RU000A1036H9,Магнит ПАО БО-002Р-04,1000.0,7.05
1064,RU000A1036M9,"""Магнит"" ПАО БО-001P-05",1000.0,7.05
1065,RU000A1036S6,ФСК Россети ПАО БО 001P-03R,1000.0,7.5
1066,RU000A1036X6,Вита Лайн 001Р-03,1000.0,10.0
1067,RU000A103760,"""ХКФ Банк"" ООО БО-04",1000.0,8.0
1068,RU000A1037F1,АЛЬФА-БАНК Б2Р13,1000.0,7.3
1069,RU000A1037L9,Бифорком Тек БО-П01,1000.0,10.5
1070,RU000A103828,ЭнергоТехСервис 001Р-04,598.0,9.9
1071,RU000A1038D4,Трансмашхолдинг АО ПБО-06,1000.0,8.05
1072,RU000A1038F9,Промсвязьбанк 003P-05,1000.0,7.6
1073,RU000A1038M5,ГТЛК БО 001P-20,1000.0,7.85
1074,RU000A1038U8,Сбербанк ПАО 001Р-SBER28,1000.0,7.4
1075,RU000A103935,реСтор 001Р-01,1000.0,8.1
1076,RU000A103943,Аэрофлот-росс.авиалин.ПАО БО-1,1000.0,8.35
1077,RU000A103968,СберИОС 001Р-401R 5Г SBERESGR,1000.0,0.01
1078,RU000A103976,СберИОС 001Р-416R 7Г ВЗР ИНД,1000.0,0.01
1079,RU000A1039A8,Газпром капитал ООО 001Б-02,1000000.0,8.45
1080,RU000A1039F7,РЕСО-Лизинг ООО БО-П-14,1000.0,7.5
1081,RU000A103AF7,СберИОС 001Р-450R 5Y СМШ,1000.0,0.01
1082,RU000A103AL5,СберИОС 001Р-451R 3Г КИБЕР,1000.0,0.01
1083,RU000A103AM3,СберИОС 001Р-435R 5Г SBERESGR,1000.0,0.01
1084,RU000A103AP6,СберИОС 001Р-449R 7Г РБЧ-М,1000.0,0.01
1085,RU000A103AT8,Атомэнергопром АО 001Р-01,1000.0,7.5
1086,RU000A103B05,Татнефтехим 02,1000.0,11.0
1087,RU000A103BE8,Банк ВТБ (ПАО) Б-1-231,1000.0,7.5
1088,RU000A103C53,РЕСО-Лизинг ООО БО-П-11,1000.0,8.55
1089,RU000A103C79,СберИОС 001Р-453R FIVE_asn 3Г,1000.0,0.01
1090,RU000A103C87,СберИОС 001Р-454R 5Y СМШ,1000.0,0.01
1091,RU000A103C95,АФК Система БО 001P-21,1000.0,8.4
1092,RU000A103CD8,Дельта 001Р-01,500.0,10.5
1093,RU000A103CP2,СберИОС 001Р-455R 7Г РБЧ-М,1000.0,0.01
1094,RU000A103CR8,СберИОС 001Р-456R 5Г DEF ИНД,1000.0,0.01
1095,RU000A103D37,ИА ТБ-1 кл.А,188.44,7.9
1096,RU000A103D45,ИА ТБ-1 кл.Б,1000.0,
1097,RU000A103DB0,Открытие Брокер СО-03,1000.0,16.0
1098,RU000A103DN5,Республика Башкортостан 34012,1000.0,7.65
1099,RU000A103DS4,СИБУР Холдинг БО-03,1000.0,7.65
1100,RU000A103DT2,Артген БО-01,1000.0,10.75
1101,RU000A103EB8,ГПБ (АО) ГПБ-КИ-02,1000.0,0.01
1102,RU000A103EC6,ГПБ (АО) ГПБ-КИ-03,1000.0,0.01
1103,RU000A103EN3,РЖД БО 001Р-23R,1000.0,7.85
1104,RU000A103EZ7,Ростелеком ПАО 002P-06R,1000.0,7.7
1105,RU000A103F27,Центральная ППК П01-БО-03,1000.0,9.5
1106,RU000A103F68,РЕСО-Лизинг ООО БО-П-19,1000.0,8.3
1107,RU000A103F92,СберИОС 001Р-457R 5Г SBRIF ИНД,1000.0,0.01
1108,RU000A103FA7,СберИОС 001Р-458R 7Г РБЧ-М,1000.0,0.01
1109,RU000A103FB5,СберИОС 001Р-459R 3Г КИБЕР,1000.0,0.01
1110,RU000A103FC3,ПАО НК Роснефть 002P-11,1000.0,3.0
1111,RU000A103FM2,СберИОС 001Р-460R 5Г ПРОД,1000.0,0.01
1112,RU000A103FP5,МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 1P3,1000.0,8.35
1113,RU000A103FY7,ВЭБ.РФ ПБО-001Р-30В,1000.0,3.38
1114,RU000A103G00,Синара Транспортные Машины 1P2,1000.0,8.7
1115,RU000A103G42,Сбербанк ПАО 001Р-SBER29,1000.0,7.43
1116,RU000A103G59,Сбербанк ПАО 001Р-SBER30,1000.0,7.43
1117,RU000A103G91,ПРОМОМЕД ДМ 001P-02,1000.0,9.45
1118,RU000A103GT5,АО Россельхозбанк БО-01RS-Р,1000.0,1.4
1119,RU000A103GW9,МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 1P4,1000.0,8.42
1120,RU000A103GX7,Россельхозбанк БO-10-002P,1000.0,7.6
1121,RU000A103H25,НПО ХимТэк 001P-01,800.0,13.0
1122,RU000A103H66,Сбербанк ПАО 001Р-SBER34,1000.0,7.43
1123,RU000A103HE5,СберИОС 001Р-461R 7Г РБЧ-М,1000.0,0.01
1124,RU000A103HG0,АйДи Коллект 01,1000.0,12.0
1125,RU000A103HT3,МВ ФИНАНС 001Р-02,1000.0,8.1
1126,RU000A103JB7,СберИОС 001Р-462R 5Г SBRIF ИНД,1000.0,0.01
1127,RU000A103JQ5,СберИОС 001Р-402R 5Г ПРОД,1000.0,0.01
1128,RU000A103JR3,Джи-групп 002P-01,450.0,10.6
1129,RU000A103K20,Маныч-Агро 02,1000.0,12.0
1130,RU000A103K38,Банк ГПБ ГПБ-Т2-04Д,150000.0,4.5
1131,RU000A103KA7,"ООО ""Мираторг Финанс"" 001Р-01",1000.0,8.3
1132,RU000A103KG4,Сбербанк ПАО 001Р-SBERD1,1000.0,
1133,RU000A103KJ8,ПАО ЛК Европлан 001P-03,1000.0,8.55
1134,RU000A103L03,ГК Самолет БО-П10,1000.0,9.15
1135,RU000A103LD9,СберИОС 001Р-463R 5Г SBRIF ИНД,1000.0,0.01
1136,RU000A103LE7,СберИОС 001Р-464R 7Г РБЧ-М,1000.0,0.01
1137,RU000A103LF4,СберИОС 001Р-465R 5Г ПРОД,1000.0,0.01
1138,RU000A103LG2,СберИОС 001Р-466R 3Г КИТАЙ,1000.0,0.01
1139,RU000A103M10,Балтийский лизинг ООО БО-П04,505.0,8.4
1140,RU000A103M36,ТрансФин-М ПАО 001P-07,1000.0,9.8
1141,RU000A103M85,Страна Девелопмент 01,1000.0,14.0
1142,RU000A103MW7,СберИОС 001Р-467R 7Г TAN,1000.0,0.01
1143,RU000A103N19,АПРИ Флай Плэнинг АО 05,1000.0,13.0
1144,RU000A103N43,ДОМ.РФ Ипотечный агент БО 1P9,627.25,7.65
1145,RU000A103N76,ИКС 5 ФИНАНС 002Р-01,1000.0,7.6
1146,RU000A103N84,Россельхозбанк БO-14-002P,1000.0,7.8
1147,RU000A103NE3,Регион-Продукт БО 001Р-02,1000.0,11.5
1148,RU000A103NJ2,Реиннольц 001Р-01,600.0,12.5
1149,RU000A103NP9,ПАО ОТКРЫТИЕ ФК Банк БО-ИО13,1000.0,0.01
1150,RU000A103NU9,Автодор ГК БО-004Р-01,1000.0,7.95
1151,RU000A103NY1,АО Авто Финанс Банк БО-001Р-09,1000.0,7.85
1152,RU000A103NZ8,Совкомбанк БО-П04,1000.0,8.1
1153,RU000A103P25,СберИОС 001Р-468R 5Г ПРОД,1000.0,0.01
1154,RU000A103P33,АФК Система БО 001P-22,1000.0,8.2
1155,RU000A103PC2,АВТОБАН-Финанс АО БО-П03,1000.0,10.0
1156,RU000A103PD0,Славнефть БО 002Р-01,1000.0,7.75
1157,RU000A103PE8,Промсвязьбанк 003P-07,1000.0,8.15
1158,RU000A103PF5,СберИОС 001Р-469R 5Г SBRIF ИНД,1000.0,0.01
1159,RU000A103PG3,Славнефть БО 002Р-02,1000.0,7.75
1160,RU000A103PH1,СберИОС 001Р-470R 7Г РБЧ-М,1000.0,0.01
1161,RU000A103PT6,ПАО ОТКРЫТИЕ ФК Банк БО-П09,1000.0,8.02
1162,RU000A103PX8,Группа ЛСР ПАО БО 001Р-07,1000.0,8.65
1163,RU000A103Q08,ХэндерсонБ01,675.0,10.5
1164,RU000A103Q24,Сбербанк 002СУБ-03R,10000000.0,8.5
1165,RU000A103QA4,Банк ВТБ (ПАО) Б-1-236,1000.0,0.01
1166,RU000A103QB2,Банк ВТБ (ПАО) Б-1-237,1000.0,0.01
1167,RU000A103QC0,Банк ВТБ (ПАО) Б-1-238,1000.0,0.01
1168,RU000A103QD8,Банк ВТБ (ПАО) Б-1-239,1000.0,0.01
1169,RU000A103QE6,Банк ВТБ (ПАО) Б-1-240,1000.0,0.01
1170,RU000A103QH9,Эталон-Финанс АО БО-П03,1000.0,9.1
1171,RU000A103QK3,Мэйл.Ру Финанс 001P-01,1000.0,7.9
1172,RU000A103QL1,Росагролизинг 001P-03,1000.0,8.45
1173,RU000A103QN7,Газпром капитал ООО 001Б-03,5000000.0,8.6
1174,RU000A103QQ0,Нижнекамскнефтехим об. 001Р-02,1000.0,8.2
1175,RU000A103RD6,СОПФ Инфраструктурные обл 1,1000.0,8.0
1176,RU000A103RJ3,Первое клиент.бюро НАО 001Р-02,700.0,10.75
1177,RU000A103RL9,ПетроИнжиниринг 001P-01,1000.0,9.75
1178,RU000A103RT2,Экспобанк 001P-01,1000.0,9.0
1179,RU000A103RU0,СберИОС 001Р-471R 5Г ТЕХ,1000.0,0.01
1180,RU000A103RV8,СберИОС 001Р-472R 5Г РБЧ-М,1000.0,0.01
1181,RU000A103RW6,СберИОС 001Р-473R 7Г СШАМ ИНД,1000.0,0.01
1182,RU000A103RX4,СберИОС 001Р-474R 3Г КИТАЙ,1000.0,0.01
1183,RU000A103RY2,Интерлизинг 001Р-02,505.0,9.9
1184,RU000A103S14,ПАО ЛК Европлан 001P-04,500.0,8.8
1185,RU000A103S30,ДиректЛизинг БО 001Р-07,850.0,11.5
1186,RU000A103S89,Банк ВТБ ПАО СУБ-Т1-8,150000.0,9.8
1187,RU000A103S97,Банк ВТБ ПАО СУБ-Т1-9,125000.0,3.75
1188,RU000A103SA0,Банк ВТБ ПАО СУБ-Т1-10,125000.0,8.24
1189,RU000A103SB8,Банк ВТБ ПАО СУБ-Т1-11,10000000.0,10.0
1190,RU000A103SC6,Банк ВТБ ПАО СУБ-Т1-12,10000000.0,16.75
1191,RU000A103SV6,Росгеология 01,1000.0,9.0
1192,RU000A103SZ7,Аэрофьюэлз 002Р-01,1000.0,9.9
1193,RU000A103T47,СИБУР Холдинг БО-06,1000.0,1.5
1194,RU000A103T54,СИБУР Холдинг БО-14,1000.0,1.5
1195,RU000A103T62,СИБУР Холдинг БО-07,1000.0,1.5
1196,RU000A103T70,СИБУР Холдинг БО-08,1000.0,1.5
1197,RU000A103T88,СИБУР Холдинг БО-13,1000.0,1.5
1198,RU000A103T96,СИБУР Холдинг БО-09,1000.0,1.5
1199,RU000A103TA8,СИБУР Холдинг БО-10,1000.0,1.5
1200,RU000A103TB6,СИБУР Холдинг БО-12,1000.0,1.5
1201,RU000A103TC4,СИБУР Холдинг БО-11,1000.0,1.5
1202,RU000A103TL5,СберИОС 001Р-409R 5Г IMOEX,1000.0,0.01
1203,RU000A103TN1,СберИОС 001Р-418R 5Г SPX,1000.0,0.01
1204,RU000A103TS0,ТЕХНО Лизинг 001P-05,1000.0,11.5
1205,RU000A103TW2,Банк ВТБ (ПАО) Б-1-241,1000.0,0.01
1206,RU000A103TX0,Банк ВТБ (ПАО) Б-1-242,1000.0,0.01
1207,RU000A103TY8,Банк ВТБ (ПАО) Б-1-243,1000.0,0.01
1208,RU000A103TZ5,Банк ВТБ (ПАО) Б-1-244,1000.0,0.01
1209,RU000A103U02,Банк ВТБ (ПАО) Б-1-245,1000.0,0.01
1210,RU000A103U10,Банк ВТБ (ПАО) Б-1-246,1000.0,0.01
1211,RU000A103U28,Банк ВТБ (ПАО) Б-1-247,1000.0,0.01
1212,RU000A103U36,Банк ВТБ (ПАО) Б-1-248,1000.0,0.01
1213,RU000A103U44,Банк ВТБ (ПАО) Б-1-249,1000.0,0.01
1214,RU000A103U51,Банк ВТБ (ПАО) Б-1-250,1000.0,0.01
1215,RU000A103U69,НПП Моторные технологии001Р-03,1000.0,11.75
1216,RU000A103UL3,Татнефтехим 001-P-01,1000.0,15.0
1217,RU000A103UP4,СберИОС 001Р-476R 5Г ТЕХ,1000.0,0.01
1218,RU000A103UQ2,СберИОС 001Р-477R 5Г SPX,1000.0,0.01
1219,RU000A103UR0,СберИОС 001Р-478R 5Г IMOEX,1000.0,0.01
1220,RU000A103V84,СберИОС 001Р-475R 3Г SPX,1000.0,0.01
1221,RU000A103VD8,МСБ-Лизинг 002P-05,888.88,12.25
1222,RU000A103VP2,СберИОС 001Р-479R 5Г РБЧ-М,1000.0,0.01
1223,RU000A103VQ0,СберИОС 001Р-480R 7Г СШАМ ИНД,1000.0,0.01
1224,RU000A103W26,РГ Лизинг 1P1,1000.0,16.0
1225,RU000A103W42,ДОМ.РФ Ипотечный агент БО 1P10,668.7,7.0
1226,RU000A103WB0,Славянск ЭКО 001Р-01,1000.0,11.0
1227,RU000A103WM7,ТрансФин-М ПАО 001P-08,1000.0,15.5
1228,RU000A103WQ8,"""Сэтл-Групп"" ООО БО 001P-04",1000.0,9.45
1229,RU000A103WV8,Сбербанк ПАО 001Р-SBER33,1000.0,9.0
1230,RU000A103WZ9,НЕКС-Т БО-П01,1000.0,11.5
1231,RU000A103X74,Фабрика ФАВОРИТ БО-П01,750.0,12.5
1232,RU000A103X90,СберИОС 001Р-481R 5Г РБЧ-М,1000.0,0.01
1233,RU000A103XD4,СФО МО 01,100000.0,8.0
1234,RU000A103XH5,Банк ВТБ (ПАО) Б-1-262,1000.0,0.01
1235,RU000A103XJ1,Банк ВТБ (ПАО) Б-1-263,1000.0,0.01
1236,RU000A103XK9,Банк ВТБ (ПАО) Б-1-264,1000.0,0.01
1237,RU000A103XL7,Банк ВТБ (ПАО) Б-1-265,1000.0,0.01
1238,RU000A103XM5,Банк ВТБ (ПАО) Б-1-266,1000.0,0.01
1239,RU000A103XN3,Банк ВТБ (ПАО) Б-1-267,1000.0,0.01
1240,RU000A103XQ6,Банк ВТБ (ПАО) Б-1-268,1000.0,0.01
1241,RU000A103XS2,Банк ВТБ (ПАО) Б-1-254,1000.0,0.01
1242,RU000A103XT0,Банк ВТБ (ПАО) Б-1-255,1000.0,0.01
1243,RU000A103XX2,Банк ВТБ (ПАО) Б-1-259,1000.0,0.01
1244,RU000A103XY0,Банк ВТБ (ПАО) Б-1-260,1000.0,0.01
1245,RU000A103XZ7,Банк ВТБ (ПАО) Б-1-261,1000.0,0.01
1246,RU000A103Y16,СберИОС 001Р-482R 5Г ТЕХ,1000.0,0.01
1247,RU000A103Y32,СберИОС 001Р-483R 3Г КИТАЙ,1000.0,0.01
1248,RU000A103Y40,СберИОС 001Р-484R 5Г SPX,1000.0,0.01
1249,RU000A103Y57,СберИОС 001Р-485R 5Г IMOEX,1000.0,0.01
1250,RU000A103YF7,БКС Банк 001Р-01,1000.0,0.01
1251,RU000A103YG5,ДОМ.РФ Ипотечный агент БО 1P11,672.53,6.8
1252,RU000A103YK7,ДОМ.РФ Ипотечный агент БО 1P12,635.97,5.5
1253,RU000A103YP6,СГ-транс 001P-01,1000.0,9.9
1254,RU000A103YV4,Сбербанк ПАО 001Р-SBER36,1000.0,9.35
1255,RU000A103ZH0,СберИОС 001Р-487R 3Г SPX,1000.0,0.01
1256,RU000A103ZJ6,СберИОС 001Р-486R 7Г РБЧ-М,1000.0,0.01
1257,RU000A103ZN8,ПАО ОТКРЫТИЕ ФК Банк БО-ИО-П03,1000.0,0.01
1258,RU000A1040J7,Сбербанк ПАО 001Р-SBER38,1000.0,8.8
1259,RU000A1040R0,ХК Финанс ООО БО 001Р-07,1000.0,10.5
1260,RU000A1040S8,Минфин Ульяновской обл. 34004,750.0,9.55
1261,RU000A1040T6,СберИОС 001Р-488R 5Г ТЕХ,1000.0,0.01
1262,RU000A1040U4,СберИОС 001Р-489R 5Г ИФН,1000.0,0.01
1263,RU000A1040V2,Охта Групп БО-П02,1000.0,12.5
1264,RU000A1040Y6,Сбербанк ПАО 001Р-SBER39,1000.0,8.8
1265,RU000A104107,Аквилон-Лизинг БО-01-001P,1000.0,13.25
1266,RU000A1041B2,ГК Сегежа 002P-01R,1000.0,9.85
1267,RU000A1041M9,СберИОС 001Р-490R 5Г SPX,1000.0,0.01
1268,RU000A1041N7,СберИОС 001Р-491R 5Г IMOEX,1000.0,0.01
1269,RU000A1041Q0,ДОМ.РФ Ипотечный агент БО 1P13,669.21,16.65
1270,RU000A1042W6,ВЭБ.РФ ПБО-002Р-31,1000.0,
1271,RU000A104362,Восточная Стивидор.Ком 1P-02R,1000.0,9.55
1272,RU000A104388,Совкомбанк Лизинг БО-П05,1000.0,9.25
1273,RU000A1043B8,ТАЛАН-ФИНАНС БО 001Р-03,1000.0,13.0
1274,RU000A1043E2,Новосибирская область 35022,1000.0,9.03
1275,RU000A1043G7,ГК Сегежа 002P-02R,1000.0,9.7
1276,RU000A1043H5,СберИОС 001Р-492R 5Г GAZP,1000.0,0.01
1277,RU000A1043J1,Славнефть БО 002Р-03,1000.0,8.99
1278,RU000A1043K9,Нижегородская область 35016,1000.0,9.25
1279,RU000A1043Z7,Биннофарм Групп 001Р-01,1000.0,14.0
1280,RU000A104479,Открытие Брокер СО-05,1000.0,16.0
1281,RU000A1044V4,СберИОС 001Р-498R 7Г РБЧ-М,1000.0,0.01
1282,RU000A1044W2,СберИОС 001Р-497R 5Г РБЧ-М,1000.0,0.01
1283,RU000A1044X0,СберИОС 001Р-496R 5Г IMOEX,1000.0,0.01
1284,RU000A1044Y8,СберИОС 001Р-495R 5Г GAZP,1000.0,0.01
1285,RU000A1044Z5,СберИОС 001Р-494R 3Г SPX,1000.0,0.01
1286,RU000A104511,ДОМ.РФ Ипотечный агент БО 1P14,642.26,
1287,RU000A104545,Банк ВТБ (ПАО) Б-1-275,1000.0,0.01
1288,RU000A104552,Банк ВТБ (ПАО) Б-1-276,1000.0,0.01
1289,RU000A104578,Банк ВТБ (ПАО) Б-1-278,1000.0,0.01
1290,RU000A104586,Банк ВТБ (ПАО) Б-1-279,1000.0,0.01
1291,RU000A104594,Банк ВТБ (ПАО) Б-1-280,1000.0,0.01
1292,RU000A1045A5,Банк ВТБ (ПАО) Б-1-281,1000.0,0.01
1293,RU000A1045B3,Банк ВТБ (ПАО) Б-1-282,1000.0,0.01
1294,RU000A1045C1,Банк ВТБ (ПАО) Б-1-283,1000.0,0.01
1295,RU000A1045D9,Банк ВТБ (ПАО) Б-1-284,1000.0,0.01
1296,RU000A1045F4,СберИОС 001Р-493R 5Г ТЕХ,1000.0,0.01
1297,RU000A104644,СберИОС 001Р-499R 3Г ФИНТЕХ,1000.0,0.01
1298,RU000A104693,АФК Система БО 001P-23,1000.0,9.95
1299,RU000A1046N6,АБЗ-1 001Р-02,1000.0,12.75
1300,RU000A104735,ГК Пионер БО 001P-06,1000.0,11.75
1301,RU000A1047L8,СберИОС 001Р-503R 5Г ТЕХ,1000.0,0.01
1302,RU000A1047M6,СберИОС 001Р-502R 5Г GAZP,1000.0,0.01
1303,RU000A1047N4,СберИОС 001Р-501R 5Г NDX,1000.0,0.01
1304,RU000A1047P9,СберИОС 001Р-500R 5Г ИФН,1000.0,0.01
1305,RU000A1047S3,Первое клиент.бюро НАО 001Р-03,800.0,12.25
1306,RU000A1048A9,Брусника 002Р-01,1000.0,11.85
1307,RU000A104925,Россельхозбанк БO-11-002P,1000.0,8.7
1308,RU000A1049M2,ООО Инкаб БО-01,1000.0,13.5
1309,RU000A1049R1,СберИОС 001Р-507R 5Г СШАМ ИНД,1000.0,0.01
1310,RU000A1049Y7,РЕСО-Лизинг ООО БО-06,1000.0,
1311,RU000A104A05,Интерскол КЛС БО-01,1000.0,13.5
1312,RU000A104A39,ИНК-Капитал 001Р-01,1000.0,10.25
1313,RU000A104A96,СберИОС 001Р-504R 5Г ТЕХ,1000.0,0.01
1314,RU000A104AE8,СберИОС 001Р-505R 3Г SPX,1000.0,0.01
1315,RU000A104AF5,СберИОС 001Р-506R 5Г GAZP,1000.0,0.01
1316,RU000A104AG3,СберИОС 001Р-508R 3Г КИБЕР,1000.0,0.01
1317,RU000A104AH1,СберИОС 001Р-510R 5Г IMOEX,1000.0,0.01
1318,RU000A104AM1,ДОМ.РФ Ипотечный агент БО 1P17,673.26,6.8
1319,RU000A104B04,Петербургснаб 001Р-01,713.0,13.25
1320,RU000A104B46,ГПБ (АО) БО 001Р-21Р,1000.0,9.3
1321,RU000A104B53,АСПЭК-Домстрой 01,1000.0,14.5
1322,RU000A104B61,ЛКМБ-РТ 001P-01,1000.0,12.5
1323,RU000A104B79,ДОМ.РФ Ипотечный агент БО 1P16,661.01,7.65
1324,RU000A104BC0,Калининградская область 35004,1000.0,9.5
1325,RU000A104BU2,АО ГК ЕКС БО-01,1000.0,13.0
1326,RU000A104BX6,НТЦ ЕВРОВЕНТ БО-П01,500.0,16.0
1327,RU000A104BY4,Бизнес-Недвижимость 001Р-02,1000.0,10.8
1328,RU000A104C45,ДОМ.РФ Ипотечный агент БО 1P15,722.13,7.83
1329,RU000A104C78,АРЕНЗА-ПРО БО-01,400.0,14.5
1330,RU000A104CJ3,АВТОДОМ АО 001P-01,1000.0,12.25
1331,RU000A104CK1,РГ Лизинг 1P2,1000.0,17.7
1332,RU000A104CL9,РЕСО-Лизинг ООО БО-П-21,1000.0,9.6
1333,RU000A104CR6,СберИОС 001Р-511R 5Г ТЕХ,1000.0,0.01
1334,RU000A104CS4,СберИОС 001Р-513R 7Г РБЧ-М,1000.0,0.01
1335,RU000A104CY2,СберИОС 001Р-509R 5Г DEF ИЭЦ,1000.0,0.01
1336,RU000A104CZ9,СберИОС 001Р-512R 5Г SBER,1000.0,0.01
1337,RU000A104D69,Банк ВТБ (ПАО) Б-1-287,1000.0,0.01
1338,RU000A104D77,Банк ВТБ (ПАО) Б-1-288,1000.0,0.01
1339,RU000A104DB8,Банк ВТБ (ПАО) Б-1-292,1000.0,0.01
1340,RU000A104DC6,Банк ВТБ (ПАО) Б-1-293,1000.0,0.01
1341,RU000A104DD4,Банк ВТБ (ПАО) Б-1-294,1000.0,0.01
1342,RU000A104EP6,НЗРМ ООО БО-01,1000.0,15.75
1343,RU000A104ES0,СберИОС 001Р-514R 5Г NDX,1000.0,0.01
1344,RU000A104FG2,ГК Сегежа 002P-03R,1000.0,16.0
1345,RU000A104FH0,СберИОС 001Р-518R 3Г NDX,1000.0,0.01
1346,RU000A104FK4,СберИОС 001Р-516R 5Г SBER,1000.0,0.01
1347,RU000A104FL2,СберИОС 001Р-515R 5Г ТЕХ,1000.0,0.01
1348,RU000A104FX7,"ООО ""А Девелопмент"" 01",1000.0,13.85
1349,RU000A104G90,БКС Банк 001Р-02,1000.0,0.02
1350,RU000A104H08,СберИОС 001Р-522R 5Г РФКРЗН,1000.0,0.01
1351,RU000A104HY1,АЛЬФА-БАНК Б2Р17,1000.0,10.2
1352,RU000A104JB5,БКС Банк 001Р-03,1000.0,0.01
1353,RU000A104JF6,Пушкинское ПЗ БО-01,1000.0,14.0
1354,RU000A104JQ3,ГК Самолет БО-П11,1000.0,12.7
1355,RU000A104JV3,АйДи Коллект 02,1000.0,16.5
1356,RU000A104JW1,Банк ВТБ ПАО СУБ-Т1-13,10000000.0,18.75
1357,RU000A104JX9,СберИОС 001Р-527R 5Г ТЕХ,1000.0,0.01
1358,RU000A104JY7,СберИОС 001Р-524R 5Г IMOEX,1000.0,0.01
1359,RU000A104K37,Сибэнергомаш - БКЗ 01,1000.0,15.0
1360,RU000A104KE7,СберИОС 001Р-528R 5Г BSKRUS,1000.0,0.01
1361,RU000A104KK4,СберИОС 001Р-525R 5Г ФНЭ,1000.0,0.01
1362,RU000A104KL2,СберИОС 001Р-526R 5Г ТЕХ,1000.0,0.01
1363,RU000A104KM0,СЕЛЛ-Сервис БО-П01,1000.0,16.0
1364,RU000A104KS7,ТД РКС-Сочи 002Р-02,1000.0,15.0
1365,RU000A104KW9,РЕСО-Лизинг ООО БО-09,1000.0,
1366,RU000A104KX7,СберИОС 001Р-523R 5Г SBER,1000.0,0.01
1367,RU000A104KY5,СберИОС 001Р-529R 5Г IMOEX,1000.0,0.01
1368,RU000A104KZ2,СберИОС 001Р-530R 5Г SBERRM,1000.0,0.01
1369,RU000A104L02,СберИОС 001Р-531R 3Г GMKN,1000.0,0.01
1370,RU000A104L36,Тойота Банк БО-001Р-05,1000.0,11.15
1371,RU000A104NF8,БКС Банк 001Р-05,1000.0,0.01
1372,RU000A104RW4,Открытие Брокер СО-06,1000.0,25.0
1373,RU000A104SU6,Мобильные ТелеСистемы 001P-20,1000.0,11.75
1374,RU000A104SX0,РЖД БО 001Р-24R,1000.0,11.87
1375,RU000A104SY8,РЖД БО 001Р-25R,1000.0,11.87
1376,RU000A104T04,Мобильные ТелеСистемы 001P-19,1000.0,11.69
1377,RU000A104TD0,Ростелеком ПАО 002P-07R,1000.0,11.75
1378,RU000A104TG3,Центр-резерв БО-01,850.0,22.0
1379,RU000A104TM1,Хайтэк-Интеграция БО-01,1000.0,19.0
1380,RU000A104TQ2,ЕАБР БО 001P-08,1000.0,11.5
1381,RU000A104UA4,ГК Сегежа 002P-04R,1000.0,15.0
1382,RU000A104US6,УОМЗ ПО АО БО-04,1000.0,
1383,RU000A104UV0,ДОМ.РФ Ипотечный агент БО 1P18,787.9,16.4
1384,RU000A104V00,Пионер-Лизинг БР5,1000.0,19.45
1385,RU000A104V26,РЕСО-Лизинг ООО БО-02П-01,1000.0,
1386,RU000A104V75,Почта России БО-002P-01,1000.0,11.4
1387,RU000A104VA2,Ред Софт БО 002Р-03,1000.0,19.0
1388,RU000A104VD6,СФО Спутник Фин 01,510.92,10.0
1389,RU000A104VS4,Ростелеком ПАО 002P-08R,1000.0,10.2
1390,RU000A104W17,Почта России БО-002P-02,1000.0,10.15
1391,RU000A104W33,Почта России БО-002P-03,1000.0,10.15
1392,RU000A104W58,Интерлизинг 001Р-03,500.0,12.5
1393,RU000A104WA0,АПРИ Флай Плэнинг АО БО-П05,1000.0,18.0
1394,RU000A104WF9,Славнефть БО 002Р-04,1000.0,10.15
1395,RU000A104WJ1,Мобильные ТелеСистемы 001P-21,1000.0,9.65
1396,RU000A104WS2,ВУШ БО 001P-01,1000.0,13.5
1397,RU000A104WZ7,Электроаппарат БО-01,1000.0,16.0
1398,RU000A104X32,ДОМ.РФ Ипотечный агент БО 1P19,793.21,16.65
1399,RU000A104XE0,Лизинг-Трейд 001P-04,1000.0,15.0
1400,RU000A104XJ9,МГКЛ 001Р-01,1000.0,25.0
1401,RU000A104XR2,Автодор ГК БО-003Р-02,1000.0,10.65
1402,RU000A104XU6,ХК Финанс ООО БО 001Р-08,1000.0,13.0
1403,RU000A104XW2,СИБУР Холдинг 001Р-01,1000.0,9.15
1404,RU000A104Y15,НоваБев Групп 002P БО-П05,1000.0,10.85
1405,RU000A104Y31,СберИОС 001Р-408R 5Г РБЧ,1000.0,0.01
